1 2 3 1.9480 40.0000 2
2 4 5 1.2272 40.0000 2
3 8 9 1.2272 40.0000 2
4 6 7 0.7695 100.0000 4
5 0 0 0.7695 289.0000 12
6 0 0 0.4870 150.0000 6
7 0 0 0.4870 150.0000 6
8 0 0 0.7695 289.0000 12
9 10 11 0.7695 100.0000 4
10 0 0 0.4870 150.0000 6
11 0 0 0.4870 150.0000 6
